R1i,R2i,R6i,R7i,R8i,R10i,R11i,R13i,R21i,R22i,R23i,R25i,R26i,R31i,T6i,T20i,R3r,R4,R5,R9,R12,R14,R15,R16,R17,R24,R27,R30,R32,T1r,T2r,T3,T4,T5,T7,T8,T9,T10,T11,T12,T13,T19,T21,T22
0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,-1,0,-7,2,2,0,0,0,0,0
0,0,4,4,4,4,0,0,0,0,0,0,0,0,8,0,1,0,4,4,0,0,0,0,0,0,8,0,0,0,4,0,-3,-7,-4,0,0,8,8,0,0,0,0,0
0,0,3,1,1,1,0,0,0,0,0,0,0,0,4,0,3,0,3,1,0,0,-2,0,0,0,0,0,0,0,0,0,0,-3,-2,0,-7,0,0,0,0,1,0,0
0,0,3,1,1,1,0,0,0,0,0,0,0,0,4,0,6,0,3,1,0,0,-2,0,0,0,0,0,0,0,0,0,3,0,-2,0,-19,0,0,0,0,1,0,0
0,0,12,4,4,4,0,0,0,0,0,0,0,0,16,0,5,0,12,4,0,0,-8,0,0,0,0,0,0,0,0,0,-7,-19,-8,0,0,0,0,0,0,4,0,0
0,0,3,1,1,1,0,0,0,0,0,0,0,0,4,0,3,0,3,1,0,0,-2,0,0,0,0,0,0,0,-2,0,0,-3,0,0,-7,0,0,0,0,3,0,0
0,0,3,1,1,1,0,0,0,0,0,0,0,0,4,0,3,0,3,1,0,0,-2,0,0,0,0,0,0,0,1,0,0,-3,-3,0,-7,0,0,0,0,0,0,0
0,0,3,1,1,1,0,0,0,0,0,0,0,0,4,0,6,0,3,1,0,0,-2,0,0,0,0,0,0,0,-2,0,3,0,0,0,-19,0,0,0,0,3,0,0
0,0,3,1,1,1,0,0,0,0,0,0,0,0,4,0,6,0,3,1,0,0,-2,0,0,0,0,0,0,0,1,0,3,0,-3,0,-19,0,0,0,0,0,0,0
0,0,12,4,4,4,0,0,0,0,0,0,0,0,16,0,5,0,12,4,0,0,-8,0,0,0,0,0,0,0,-8,0,-7,-19,0,0,0,0,0,0,0,12,0,0
0,0,12,4,4,4,0,0,0,0,0,0,0,0,16,0,5,0,12,4,0,0,-8,0,0,0,0,0,0,0,4,0,-7,-19,-12,0,0,0,0,0,0,0,0,0
0,0,2,3,3,3,0,0,0,0,0,0,0,0,5,0,2,0,2,3,0,0,-6,0,-7,0,0,0,0,0,0,0,0,-2,-6,0,0,0,0,-7,0,-4,0,0
0,0,2,1,1,1,0,0,0,0,0,0,0,0,3,0,2,0,2,1,0,0,-2,0,-1,0,0,0,0,0,0,0,0,-2,-2,0,-4,0,0,-1,0,0,0,0
0,0,2,7,7,7,0,0,0,0,0,0,0,0,9,0,4,0,2,7,0,0,-14,0,-19,0,0,0,0,0,0,0,2,0,-14,0,0,0,0,-19,0,-12,0,0
0,0,2,1,1,1,0,0,0,0,0,0,0,0,3,0,4,0,2,1,0,0,-2,0,-1,0,0,0,0,0,0,0,2,0,-2,0,-12,0,0,-1,0,0,0,0
0,0,2,1,1,1,0,0,0,0,0,0,0,0,3,0,1,0,2,1,0,0,-2,0,-1,0,0,0,0,0,0,0,-1,-3,-2,0,0,0,0,-1,0,0,0,0
0,0,2,3,3,3,0,0,0,0,0,0,0,0,5,0,2,0,2,3,0,0,-6,0,-7,0,0,0,0,0,-6,0,0,-2,0,0,0,0,0,-7,0,2,0,0
0,0,2,3,3,3,0,0,0,0,0,0,0,0,5,0,2,0,2,3,0,0,-6,0,-7,0,0,0,0,0,-4,0,0,-2,-2,0,0,0,0,-7,0,0,0,0
0,0,2,7,7,7,0,0,0,0,0,0,0,0,9,0,4,0,2,7,0,0,-14,0,-19,0,0,0,0,0,-14,0,2,0,0,0,0,0,0,-19,0,2,0,0
0,0,2,7,7,7,0,0,0,0,0,0,0,0,9,0,4,0,2,7,0,0,-14,0,-19,0,0,0,0,0,-12,0,2,0,-2,0,0,0,0,-19,0,0,0,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,3,1,0,4,1,0,0,0,3,0,0,5,0,0,0,0,0,0,-4,0,0,0,5,5,0,0,4,0,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,3,1,0,4,1,0,0,0,3,0,0,5,0,0,0,4,0,0,-4,-4,0,0,5,5,0,0,0,0,0
0,0,2,1,1,1,0,0,0,0,0,0,0,0,3,2,2,0,4,1,0,0,-4,2,-3,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,-3,0,0,0,0
0,0,2,4,2,2,0,0,0,0,0,1,1,0,6,0,0,0,2,2,0,0,0,0,0,1,6,0,0,0,0,0,-2,-4,0,0,0,6,5,0,0,2,0,0
0,0,2,4,2,2,0,0,0,0,0,1,1,0,6,0,0,0,2,2,0,0,0,0,0,1,6,0,0,0,2,0,-2,-4,-2,0,0,6,5,0,0,0,0,0
0,0,2,2,2,2,0,0,0,0,3,0,0,0,4,0,2,0,5,2,0,0,0,3,0,0,7,0,0,0,0,0,0,-5,0,0,0,7,7,0,0,5,0,3
0,0,2,2,2,2,0,0,0,0,3,0,0,0,4,0,2,0,5,2,0,0,0,3,0,0,7,0,0,0,5,0,0,-5,-5,0,0,7,7,0,0,0,0,3
0,0,6,3,3,3,0,0,0,0,4,0,0,0,9,0,6,0,10,3,0,0,-10,4,-7,0,0,0,0,0,0,0,0,-10,-10,0,0,0,0,-7,0,0,0,4
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,-1,0,5,1,1,0,-1,-1,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-1,0,1,1,0,0,5,1,1,0,-1,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,-1,0,0,0,0,0,0,0,1,1,-2,0,6,0,0,-1,-1,-2,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,-1,0,0,0,0,0,-2,0,1,1,0,0,6,0,0,-1,-1,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,4,2,2,1,-1,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,0,6,0,0,0,0,0,1,1,4,0,0,6,6,5,-1,4,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,0,6,0,0,0,4,0,1,1,0,0,0,6,6,5,-1,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,-1,0,5,1,1,0,0,-1,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,-1,0,1,1,0,0,5,1,1,0,0,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,-1,0,0,0,0,0,0,0,1,1,-2,0,6,0,0,-1,0,-2,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,-1,0,0,0,0,0,-2,0,1,1,0,0,6,0,0,-1,0,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,0,0,0,0,1,1,0,0,4,2,2,1,0,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,6,0,0,0,0,0,1,1,4,0,0,6,6,5,0,4,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,6,0,0,0,4,0,1,1,0,0,0,6,6,5,0,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,9,1,1,0,-1,-1,0,0
0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,9,9,-4,0,0,4,4,0,-4,-4,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,9,1,1,0,-1,0,0,0
0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,-4,0,9,9,0,0,0,4,4,0,-4,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-2,0,10,0,0,-1,-1,-2,0,0
0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,2,0,-2,0,-2,0,0,0,0,0,0,0,5,5,-4,0,0,0,0,-2,-2,-4,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,-1,0,0,0,0,0,-2,0,0,0,0,0,10,0,0,-1,-1,0,0,0
0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,2,0,-2,0,-2,0,0,0,0,0,-4,0,5,5,0,0,0,0,0,-2,-2,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,8,2,2,1,-1,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,9,0,9,0,10,0,0,0,0,0,0,0,8,0,0,10,10,9,-1,8,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,2,2,0,0,0,2,2,1,-1,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,9,0,9,0,10,0,0,0,8,0,0,0,0,0,0,10,10,9,-1,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,9,1,1,0,0,-1,0,0
0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,5,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,9,9,-4,0,0,4,4,0,0,-4,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,9,1,1,0,0,0,0,0
0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,5,0,0,0,4,4,0,0,0,0,4,0,0,0,-4,0,9,9,0,0,0,4,4,0,0,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,-2,0,10,0,0,-1,0,-2,0,0
0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,2,2,-2,0,-2,0,0,0,0,0,0,0,5,5,-4,0,0,0,0,-2,0,-4,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,-1,0,-1,0,0,0,0,0,-2,0,0,0,0,0,10,0,0,-1,0,0,0,0
0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,2,2,-2,0,-2,0,0,0,0,0,-4,0,5,5,0,0,0,0,0,-2,0,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,8,2,2,1,0,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,9,0,9,0,10,0,0,0,0,0,0,0,8,0,0,10,10,9,0,8,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,2,0,0,0,0,0,2,2,0,0,0,2,2,1,0,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,9,0,9,0,10,0,0,0,8,0,0,0,0,0,0,10,10,9,0,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,-1,0,6,2,2,0,-1,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,0,0,0,-1,0,1,0,0,0,6,2,2,0,-1,1,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,-2,1,-2,0,0,0,0,0,0,0,1,0,-3,0,8,0,0,-2,-1,-2,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,-2,1,-2,0,0,0,0,0,-3,0,1,0,0,0,8,0,0,-2,-1,1,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,-2,1,-2,0,0,0,0,0,-2,0,1,0,-1,0,8,0,0,-2,-1,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,3,0,0,0,0,0,1,0,0,0,5,3,3,1,-1,1,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,6,1,6,0,8,0,0,0,0,0,1,0,5,0,0,8,8,6,-1,6,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,6,1,6,0,8,0,0,0,5,0,1,0,0,0,0,8,8,6,-1,1,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,6,1,6,0,8,0,0,0,6,0,1,0,-1,0,0,8,8,6,-1,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,0,-1,0,6,2,2,0,0,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,2,0,0,0,-1,0,1,0,0,0,6,2,2,0,0,1,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,-2,1,-2,0,0,0,0,0,0,0,1,0,-3,0,8,0,0,-2,0,-2,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,-2,1,-2,0,0,0,0,0,-3,0,1,0,0,0,8,0,0,-2,0,1,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,-2,1,-2,0,0,0,0,0,-2,0,1,0,-1,0,8,0,0,-2,0,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,3,0,0,0,0,0,1,0,0,0,5,3,3,1,0,1,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,6,1,6,0,8,0,0,0,0,0,1,0,5,0,0,8,8,6,0,6,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,6,1,6,0,8,0,0,0,5,0,1,0,0,0,0,8,8,6,0,1,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,6,1,6,0,8,0,0,0,6,0,1,0,-1,0,0,8,8,6,0,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,-1,-1,0,10,2,2,0,-1,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,3,0,1,0,0,3,0,0,4,0,0,0,0,0,3,0,-1,0,0,4,4,0,-1,2,0,0
0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,3,0,2,0,2,0,0,2,0,0,4,0,0,0,0,0,5,3,-2,0,0,4,4,0,-2,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,3,0,1,0,0,3,0,0,4,0,0,0,-1,0,3,0,0,0,0,4,4,0,-1,3,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,3,0,1,0,0,3,0,0,4,0,0,0,2,0,3,0,-3,0,0,4,4,0,-1,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5,4,0,5,0,1,0,-6,5,-6,0,0,0,0,0,0,0,5,0,-7,0,0,0,0,-6,-1,-2,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5,4,0,5,0,1,0,-6,5,-6,0,0,0,0,0,-7,0,5,0,0,0,0,0,0,-6,-1,5,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5,4,0,5,0,1,0,-6,5,-6,0,0,0,0,0,-2,0,5,0,-5,0,0,0,0,-6,-1,0,0,0
0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,8,5,0,8,0,3,0,3,8,3,0,14,0,0,0,0,0,8,0,0,0,0,14,14,3,-3,8,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,3,0,4,0,1,0,-3,4,-3,0,2,0,0,0,0,0,4,0,-4,0,0,2,2,-3,-1,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,-1,-1,0,10,2,2,0,0,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,3,0,1,1,0,3,0,0,4,0,0,0,0,0,3,0,-1,0,0,4,4,0,0,2,0,0
0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,3,0,2,0,2,2,0,2,0,0,4,0,0,0,0,0,5,3,-2,0,0,4,4,0,0,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,3,0,1,1,0,3,0,0,4,0,0,0,-1,0,3,0,0,0,0,4,4,0,0,3,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,3,0,1,1,0,3,0,0,4,0,0,0,2,0,3,0,-3,0,0,4,4,0,0,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5,4,0,5,0,1,1,-6,5,-6,0,0,0,0,0,0,0,5,0,-7,0,0,0,0,-6,0,-2,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5,4,0,5,0,1,1,-6,5,-6,0,0,0,0,0,-7,0,5,0,0,0,0,0,0,-6,0,5,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5,4,0,5,0,1,1,-6,5,-6,0,0,0,0,0,-2,0,5,0,-5,0,0,0,0,-6,0,0,0,0
0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,8,5,0,8,0,3,3,3,8,3,0,14,0,0,0,0,0,8,0,0,0,0,14,14,3,0,8,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,3,0,4,0,1,1,-3,4,-3,0,2,0,0,0,0,0,4,0,-4,0,0,2,2,-3,0,0,0,0
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,-1,0,7,2,2,0,-1,0,0,1
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,-1,0,1,0,0,0,7,2,2,0,-1,1,0,1
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-2,1,-2,0,0,0,0,0,0,0,1,0,-3,0,9,0,0,-2,-1,-2,0,1
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-2,1,-2,0,0,0,0,0,-3,0,1,0,0,0,9,0,0,-2,-1,1,0,1
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-2,1,-2,0,0,0,0,0,-2,0,1,0,-1,0,9,0,0,-2,-1,0,0,1
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,3,0,0,0,0,0,1,0,0,0,6,3,3,1,-1,1,0,1
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,1,7,0,9,0,0,0,0,0,1,0,6,0,0,9,9,7,-1,7,0,1
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,1,7,0,9,0,0,0,6,0,1,0,0,0,0,9,9,7,-1,1,0,1
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,1,7,0,9,0,0,0,7,0,1,0,-1,0,0,9,9,7,-1,0,0,1
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,0,-1,0,7,2,2,0,0,0,0,1
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,-1,0,1,0,0,0,7,2,2,0,0,1,0,1
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,-2,1,-2,0,0,0,0,0,0,0,1,0,-3,0,9,0,0,-2,0,-2,0,1
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,-2,1,-2,0,0,0,0,0,-3,0,1,0,0,0,9,0,0,-2,0,1,0,1
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,-2,1,-2,0,0,0,0,0,-2,0,1,0,-1,0,9,0,0,-2,0,0,0,1
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,3,0,0,0,0,0,1,0,0,0,6,3,3,1,0,1,0,1
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,7,1,7,0,9,0,0,0,0,0,1,0,6,0,0,9,9,7,0,7,0,1
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,7,1,7,0,9,0,0,0,6,0,1,0,0,0,0,9,9,7,0,1,0,1
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,7,1,7,0,9,0,0,0,7,0,1,0,-1,0,0,9,9,7,0,0,0,1
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,-1,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,-1,-1,0,11,2,2,0,-1,0,0,1
0,2,0,0,0,0,2,2,0,0,9,0,0,0,0,0,7,0,9,0,2,0,0,9,0,0,11,0,0,0,0,0,9,0,-2,0,0,11,11,0,-2,7,0,9
0,4,0,0,0,0,4,4,0,0,4,0,0,0,0,0,7,0,4,0,4,0,0,4,0,0,8,0,0,0,0,0,11,7,-4,0,0,8,8,0,-4,0,0,4
0,2,0,0,0,0,2,2,0,0,9,0,0,0,0,0,7,0,9,0,2,0,0,9,0,0,11,0,0,0,-2,0,9,0,0,0,0,11,11,0,-2,9,0,9
0,2,0,0,0,0,2,2,0,0,9,0,0,0,0,0,7,0,9,0,2,0,0,9,0,0,11,0,0,0,7,0,9,0,-9,0,0,11,11,0,-2,0,0,9
0,1,0,0,0,0,1,1,0,0,10,0,0,0,0,0,9,0,10,0,1,0,-11,10,-11,0,0,0,0,0,0,0,10,0,-12,0,0,0,0,-11,-1,-2,0,10
0,1,0,0,0,0,1,1,0,0,10,0,0,0,0,0,9,0,10,0,1,0,-11,10,-11,0,0,0,0,0,-12,0,10,0,0,0,0,0,0,-11,-1,10,0,10
0,1,0,0,0,0,1,1,0,0,10,0,0,0,0,0,9,0,10,0,1,0,-11,10,-11,0,0,0,0,0,-2,0,10,0,-10,0,0,0,0,-11,-1,0,0,10
0,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,3,0,4,0,1,0,1,4,1,0,6,0,0,0,0,0,4,0,0,0,0,6,6,1,-1,4,0,4
0,1,0,0,0,0,1,1,0,0,8,0,0,0,0,0,7,0,8,0,1,0,-7,8,-7,0,2,0,0,0,0,0,8,0,-8,0,0,2,2,-7,-1,0,0,8
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,-1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,-1,-1,0,11,2,2,0,0,0,0,1
0,2,0,0,0,0,2,2,0,0,9,0,0,0,0,0,7,0,9,0,2,2,0,9,0,0,11,0,0,0,0,0,9,0,-2,0,0,11,11,0,0,7,0,9
0,4,0,0,0,0,4,4,0,0,4,0,0,0,0,0,7,0,4,0,4,4,0,4,0,0,8,0,0,0,0,0,11,7,-4,0,0,8,8,0,0,0,0,4
0,2,0,0,0,0,2,2,0,0,9,0,0,0,0,0,7,0,9,0,2,2,0,9,0,0,11,0,0,0,-2,0,9,0,0,0,0,11,11,0,0,9,0,9
0,2,0,0,0,0,2,2,0,0,9,0,0,0,0,0,7,0,9,0,2,2,0,9,0,0,11,0,0,0,7,0,9,0,-9,0,0,11,11,0,0,0,0,9
0,1,0,0,0,0,1,1,0,0,10,0,0,0,0,0,9,0,10,0,1,1,-11,10,-11,0,0,0,0,0,0,0,10,0,-12,0,0,0,0,-11,0,-2,0,10
0,1,0,0,0,0,1,1,0,0,10,0,0,0,0,0,9,0,10,0,1,1,-11,10,-11,0,0,0,0,0,-12,0,10,0,0,0,0,0,0,-11,0,10,0,10
0,1,0,0,0,0,1,1,0,0,10,0,0,0,0,0,9,0,10,0,1,1,-11,10,-11,0,0,0,0,0,-2,0,10,0,-10,0,0,0,0,-11,0,0,0,10
0,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,3,0,4,0,1,1,1,4,1,0,6,0,0,0,0,0,4,0,0,0,0,6,6,1,0,4,0,4
0,1,0,0,0,0,1,1,0,0,8,0,0,0,0,0,7,0,8,0,1,1,-7,8,-7,0,2,0,0,0,0,0,8,0,-8,0,0,2,2,-7,0,0,0,8
0,2,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,-2,1,13,2,2,0,-2,-2,0,0
0,2,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,-2,0,0,0,0,1,13,2,2,0,-2,0,0,0
0,2,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,-4,1,15,0,0,-2,-2,-4,0,0
0,2,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,-2,0,-2,0,0,0,0,0,-4,0,0,0,0,1,15,0,0,-2,-2,0,0,0
0,2,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,4,0,0,0,0,0,0,0,0,1,11,4,4,2,-2,0,0,0
0,2,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,13,0,13,0,15,0,0,0,0,0,0,0,11,1,0,15,15,13,-2,11,0,0
0,2,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,13,0,13,0,15,0,0,0,11,0,0,0,0,1,0,15,15,13,-2,0,0,0
0,2,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,-2,1,13,2,2,0,0,-2,0,0
0,2,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,-2,0,0,0,0,1,13,2,2,0,0,0,0,0
0,2,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,-2,0,0,0,0,0,0,0,0,0,-4,1,15,0,0,-2,0,-4,0,0
