R1i,R2i,R6i,R7i,R8i,R10i,R11i,R13i,R21i,R22i,R23i,R25i,R26i,R31i,T6i,T20i,R3r,R4,R5,R9,R12,R14,R15,R16,R17,R24,R27,R30,R32,T1r,T2r,T3,T4,T5,T7,T8,T9,T10,T11,T12,T13,T19,T21,T22
0,2,1,0,0,12,2,2,0,0,0,0,0,0,1,0,0,0,1,12,2,0,-1,0,0,0,13,0,0,-12,10,0,1,0,-1,0,0,13,13,0,-2,0,0,0
0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,2,0,0,-1,0,0,0,-1,0,0,5,2,2,1,0,1,0,0
0,1,1,0,0,6,1,1,0,0,0,0,0,0,1,0,0,0,1,6,1,1,0,0,1,0,7,0,0,-6,0,0,0,-1,5,0,0,7,7,1,0,6,0,0
0,2,1,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,1,2,2,2,0,0,1,0,4,0,0,-2,0,0,1,0,0,0,9,4,4,1,0,1,0,0
0,2,1,0,0,11,2,2,0,0,0,0,0,0,1,0,0,0,1,11,2,2,0,0,1,0,13,0,0,-11,0,0,1,0,9,0,0,13,13,1,0,10,0,0
0,2,1,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,1,1,2,2,0,0,1,0,3,0,0,-1,0,0,1,0,-1,0,10,3,3,1,0,0,0,0
0,1,1,0,0,6,1,1,0,0,0,0,0,0,1,0,0,0,1,6,1,1,0,0,1,0,7,0,0,-6,5,0,0,-1,0,0,0,7,7,1,0,1,0,0
0,1,1,0,0,6,1,1,0,0,0,0,0,0,1,0,0,0,1,6,1,1,0,0,1,0,7,0,0,-6,6,0,0,-1,-1,0,0,7,7,1,0,0,0,0
0,2,1,0,0,11,2,2,0,0,0,0,0,0,1,0,0,0,1,11,2,2,0,0,1,0,13,0,0,-11,9,0,1,0,0,0,0,13,13,1,0,1,0,0
0,2,1,0,0,11,2,2,0,0,0,0,0,0,1,0,0,0,1,11,2,2,0,0,1,0,13,0,0,-11,10,0,1,0,-1,0,0,13,13,1,0,0,0,0
0,1,2,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,2,1,1,1,-2,0,0,0,0,0,0,-1,0,0,-1,-3,-2,0,8,0,0,0,0,0,0,0
0,1,1,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,2,1,1,-1,0,0,0,2,0,0,-2,0,0,0,-1,0,0,5,2,2,0,0,1,0,0
0,1,1,0,0,7,1,1,0,0,0,0,0,0,1,0,0,0,1,7,1,1,-1,0,0,0,7,0,0,-7,0,0,0,-1,5,0,0,7,7,0,0,6,0,0
0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,-1,0,0,0,1,0,0,-1,0,0,0,-1,-1,0,6,1,1,0,0,0,0,0
0,2,1,0,0,3,2,2,0,0,0,0,0,0,1,0,0,0,1,3,2,2,-1,0,0,0,4,0,0,-3,0,0,1,0,0,0,9,4,4,0,0,1,0,0
0,2,1,0,0,12,2,2,0,0,0,0,0,0,1,0,0,0,1,12,2,2,-1,0,0,0,13,0,0,-12,0,0,1,0,9,0,0,13,13,0,0,10,0,0
0,2,1,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,1,2,2,2,-1,0,0,0,3,0,0,-2,0,0,1,0,-1,0,10,3,3,0,0,0,0,0
0,1,1,0,0,7,1,1,0,0,0,0,0,0,1,0,0,0,1,7,1,1,-1,0,0,0,7,0,0,-7,5,0,0,-1,0,0,0,7,7,0,0,1,0,0
0,1,1,0,0,7,1,1,0,0,0,0,0,0,1,0,0,0,1,7,1,1,-1,0,0,0,7,0,0,-7,6,0,0,-1,-1,0,0,7,7,0,0,0,0,0
0,2,1,0,0,12,2,2,0,0,0,0,0,0,1,0,0,0,1,12,2,2,-1,0,0,0,13,0,0,-12,9,0,1,0,0,0,0,13,13,0,0,1,0,0
0,2,1,0,0,12,2,2,0,0,0,0,0,0,1,0,0,0,1,12,2,2,-1,0,0,0,13,0,0,-12,10,0,1,0,-1,0,0,13,13,0,0,0,0,0
0,3,8,0,0,3,3,3,0,0,0,0,0,0,8,0,5,0,8,3,3,0,0,0,8,0,6,0,0,-3,0,0,0,-8,0,0,0,6,6,8,-3,8,0,0
0,7,8,0,0,7,7,7,0,0,0,0,0,0,8,0,9,0,8,7,7,0,0,0,8,0,14,0,0,-7,0,0,8,0,0,0,0,14,14,8,-7,8,0,0
0,3,10,0,0,7,3,3,0,0,0,0,0,0,10,0,7,0,10,7,3,0,-10,0,0,0,0,0,0,-7,0,0,0,-10,-6,0,0,0,0,0,-3,4,0,0
0,1,2,0,0,1,1,1,0,0,0,0,0,0,2,0,1,0,2,1,1,0,-2,0,0,0,0,0,0,-1,0,0,0,-2,-2,0,4,0,0,0,-1,0,0,0
0,7,10,0,0,3,7,7,0,0,0,0,0,0,10,0,13,0,10,3,7,0,-10,0,0,0,0,0,0,-3,0,0,10,0,-14,0,0,0,0,0,-7,-4,0,0
0,1,2,0,0,1,1,1,0,0,0,0,0,0,2,0,3,0,2,1,1,0,-2,0,0,0,0,0,0,-1,0,0,2,0,-2,0,-4,0,0,0,-1,0,0,0
0,1,2,0,0,1,1,1,0,0,0,0,0,0,2,0,2,0,2,1,1,0,-2,0,0,0,0,0,0,-1,0,0,1,-1,-2,0,0,0,0,0,-1,0,0,0
0,3,10,0,0,7,3,3,0,0,0,0,0,0,10,0,7,0,10,7,3,0,-10,0,0,0,0,0,0,-7,-6,0,0,-10,0,0,0,0,0,0,-3,10,0,0
0,3,10,0,0,7,3,3,0,0,0,0,0,0,10,0,7,0,10,7,3,0,-10,0,0,0,0,0,0,-7,4,0,0,-10,-10,0,0,0,0,0,-3,0,0,0
0,7,10,0,0,3,7,7,0,0,0,0,0,0,10,0,13,0,10,3,7,0,-10,0,0,0,0,0,0,-3,-14,0,10,0,0,0,0,0,0,0,-7,10,0,0
0,7,10,0,0,3,7,7,0,0,0,0,0,0,10,0,13,0,10,3,7,0,-10,0,0,0,0,0,0,-3,-4,0,10,0,-10,0,0,0,0,0,-7,0,0,0
0,3,8,0,0,11,3,3,0,0,0,0,0,0,8,0,5,0,8,11,3,0,-8,0,0,0,6,0,0,-11,0,0,0,-8,0,0,0,6,6,0,-3,8,0,0
0,1,4,0,0,1,1,1,0,0,0,0,0,0,4,0,3,0,4,1,1,0,-4,0,0,0,-2,0,0,-1,0,0,0,-4,-4,0,0,-2,-2,0,-1,0,0,0
0,7,8,0,0,15,7,7,0,0,0,0,0,0,8,0,9,0,8,15,7,0,-8,0,0,0,14,0,0,-15,0,0,8,0,0,0,0,14,14,0,-7,8,0,0
0,3,4,0,0,3,3,3,0,0,0,0,0,0,4,0,5,0,4,3,3,0,-4,0,0,0,2,0,0,-3,0,0,4,0,-4,0,0,2,2,0,-3,0,0,0
0,3,8,0,0,3,3,3,0,0,0,0,0,0,8,0,5,0,8,3,3,3,0,0,8,0,6,0,0,-3,0,0,0,-8,0,0,0,6,6,8,0,8,0,0
0,7,8,0,0,7,7,7,0,0,0,0,0,0,8,0,9,0,8,7,7,7,0,0,8,0,14,0,0,-7,0,0,8,0,0,0,0,14,14,8,0,8,0,0
0,3,10,0,0,7,3,3,0,0,0,0,0,0,10,0,7,0,10,7,3,3,-10,0,0,0,0,0,0,-7,0,0,0,-10,-6,0,0,0,0,0,0,4,0,0
0,1,2,0,0,1,1,1,0,0,0,0,0,0,2,0,1,0,2,1,1,1,-2,0,0,0,0,0,0,-1,0,0,0,-2,-2,0,4,0,0,0,0,0,0,0
0,7,10,0,0,3,7,7,0,0,0,0,0,0,10,0,13,0,10,3,7,7,-10,0,0,0,0,0,0,-3,0,0,10,0,-14,0,0,0,0,0,0,-4,0,0
0,1,2,0,0,1,1,1,0,0,0,0,0,0,2,0,3,0,2,1,1,1,-2,0,0,0,0,0,0,-1,0,0,2,0,-2,0,-4,0,0,0,0,0,0,0
0,1,2,0,0,1,1,1,0,0,0,0,0,0,2,0,2,0,2,1,1,1,-2,0,0,0,0,0,0,-1,0,0,1,-1,-2,0,0,0,0,0,0,0,0,0
0,3,10,0,0,7,3,3,0,0,0,0,0,0,10,0,7,0,10,7,3,3,-10,0,0,0,0,0,0,-7,-6,0,0,-10,0,0,0,0,0,0,0,10,0,0
0,3,10,0,0,7,3,3,0,0,0,0,0,0,10,0,7,0,10,7,3,3,-10,0,0,0,0,0,0,-7,4,0,0,-10,-10,0,0,0,0,0,0,0,0,0
0,7,10,0,0,3,7,7,0,0,0,0,0,0,10,0,13,0,10,3,7,7,-10,0,0,0,0,0,0,-3,-14,0,10,0,0,0,0,0,0,0,0,10,0,0
0,7,10,0,0,3,7,7,0,0,0,0,0,0,10,0,13,0,10,3,7,7,-10,0,0,0,0,0,0,-3,-4,0,10,0,-10,0,0,0,0,0,0,0,0,0
0,3,8,0,0,11,3,3,0,0,0,0,0,0,8,0,5,0,8,11,3,3,-8,0,0,0,6,0,0,-11,0,0,0,-8,0,0,0,6,6,0,0,8,0,0
0,1,4,0,0,1,1,1,0,0,0,0,0,0,4,0,3,0,4,1,1,1,-4,0,0,0,-2,0,0,-1,0,0,0,-4,-4,0,0,-2,-2,0,0,0,0,0
0,7,8,0,0,15,7,7,0,0,0,0,0,0,8,0,9,0,8,15,7,7,-8,0,0,0,14,0,0,-15,0,0,8,0,0,0,0,14,14,0,0,8,0,0
0,3,4,0,0,3,3,3,0,0,0,0,0,0,4,0,5,0,4,3,3,3,-4,0,0,0,2,0,0,-3,0,0,4,0,-4,0,0,2,2,0,0,0,0,0
0,2,11,0,0,2,2,2,0,0,0,4,4,1,11,0,9,0,11,2,2,0,-11,0,0,4,0,1,-7,-2,0,1,0,-11,-11,0,0,0,-4,0,-2,0,0,0
0,2,11,0,0,2,2,2,0,0,0,4,4,1,11,0,9,0,11,2,2,2,-11,0,0,4,0,1,-7,-2,0,1,0,-11,-11,0,0,0,-4,0,0,0,0,0
0,5,10,0,0,5,5,5,4,4,0,0,0,0,10,0,13,0,10,5,5,0,-10,0,0,0,0,0,0,-5,0,0,0,-10,-10,4,0,0,0,0,-5,0,0,0
0,5,10,0,0,5,5,5,4,4,0,0,0,0,10,0,13,0,10,5,5,5,-10,0,0,0,0,0,0,-5,0,0,0,-10,-10,4,0,0,0,0,0,0,0,0
0,8,8,0,8,0,8,8,0,0,0,0,0,1,8,0,0,0,8,0,8,0,0,0,0,0,15,1,-7,8,0,1,0,-8,-16,0,70,15,15,0,-8,-8,0,0
0,16,8,0,8,0,16,16,0,0,0,0,0,1,8,0,0,0,8,0,16,0,0,0,0,0,23,1,-7,8,0,1,8,0,-24,0,110,23,23,0,-16,-16,0,0
0,8,8,0,8,0,8,8,0,0,0,0,0,1,8,0,0,0,8,0,8,0,0,0,0,0,15,1,-7,8,-16,1,0,-8,0,0,70,15,15,0,-8,8,0,0
0,8,8,0,8,0,8,8,0,0,0,0,0,1,8,0,0,0,8,0,8,0,0,0,0,0,15,1,-7,8,-8,1,0,-8,-8,0,70,15,15,0,-8,0,0,0
0,16,8,0,8,0,16,16,0,0,0,0,0,1,8,0,0,0,8,0,16,0,0,0,0,0,23,1,-7,8,-24,1,8,0,0,0,110,23,23,0,-16,8,0,0
0,16,8,0,8,0,16,16,0,0,0,0,0,1,8,0,0,0,8,0,16,0,0,0,0,0,23,1,-7,8,-16,1,8,0,-8,0,110,23,23,0,-16,0,0,0
0,8,8,0,8,0,8,8,0,0,0,0,0,1,8,0,0,0,8,0,8,8,0,0,0,0,15,1,-7,8,0,1,0,-8,-16,0,70,15,15,0,0,-8,0,0
0,16,8,0,8,0,16,16,0,0,0,0,0,1,8,0,0,0,8,0,16,16,0,0,0,0,23,1,-7,8,0,1,8,0,-24,0,110,23,23,0,0,-16,0,0
0,8,8,0,8,0,8,8,0,0,0,0,0,1,8,0,0,0,8,0,8,8,0,0,0,0,15,1,-7,8,-16,1,0,-8,0,0,70,15,15,0,0,8,0,0
0,8,8,0,8,0,8,8,0,0,0,0,0,1,8,0,0,0,8,0,8,8,0,0,0,0,15,1,-7,8,-8,1,0,-8,-8,0,70,15,15,0,0,0,0,0
0,16,8,0,8,0,16,16,0,0,0,0,0,1,8,0,0,0,8,0,16,16,0,0,0,0,23,1,-7,8,-24,1,8,0,0,0,110,23,23,0,0,8,0,0
0,16,8,0,8,0,16,16,0,0,0,0,0,1,8,0,0,0,8,0,16,16,0,0,0,0,23,1,-7,8,-16,1,8,0,-8,0,110,23,23,0,0,0,0,0
0,2,72,0,72,0,2,2,0,0,0,0,0,9,72,0,70,0,72,0,2,0,0,0,0,0,65,9,-63,72,0,9,0,-72,-74,0,0,65,65,0,-2,-2,0,0
0,34,72,0,72,0,34,34,0,0,0,0,0,9,72,0,110,0,72,0,34,0,0,0,0,0,97,9,-63,72,0,9,72,0,-106,0,0,97,97,0,-34,-34,0,0
0,2,72,0,72,0,2,2,0,0,0,0,0,9,72,0,70,0,72,0,2,0,0,0,0,0,65,9,-63,72,-74,9,0,-72,0,0,0,65,65,0,-2,72,0,0
0,2,72,0,72,0,2,2,0,0,0,0,0,9,72,0,70,0,72,0,2,0,0,0,0,0,65,9,-63,72,-2,9,0,-72,-72,0,0,65,65,0,-2,0,0,0
0,34,72,0,72,0,34,34,0,0,0,0,0,9,72,0,110,0,72,0,34,0,0,0,0,0,97,9,-63,72,-106,9,72,0,0,0,0,97,97,0,-34,72,0,0
0,34,72,0,72,0,34,34,0,0,0,0,0,9,72,0,110,0,72,0,34,0,0,0,0,0,97,9,-63,72,-34,9,72,0,-72,0,0,97,97,0,-34,0,0,0
0,1,25,0,24,0,1,1,0,0,0,0,0,3,25,0,24,0,25,0,1,0,0,0,1,0,22,3,-21,24,0,3,0,-25,-25,0,0,22,22,1,-1,0,0,0
0,17,25,0,8,0,17,17,0,0,0,0,0,1,25,0,33,0,25,0,17,0,0,0,17,0,24,1,-7,8,0,1,25,0,-25,0,0,24,24,17,-17,0,0,0
0,16,121,0,56,0,16,16,0,0,0,0,0,7,121,0,105,0,121,0,16,0,-65,0,0,0,0,7,-49,56,0,7,0,-121,-137,0,0,0,0,0,-16,-16,0,0
0,76,121,0,24,0,76,76,0,0,0,0,0,3,121,0,166,0,121,0,76,0,-97,0,0,0,0,3,-21,24,0,3,121,0,-197,0,0,0,0,0,-76,-76,0,0
0,16,121,0,56,0,16,16,0,0,0,0,0,7,121,0,105,0,121,0,16,0,-65,0,0,0,0,7,-49,56,-137,7,0,-121,0,0,0,0,0,0,-16,121,0,0
0,16,121,0,56,0,16,16,0,0,0,0,0,7,121,0,105,0,121,0,16,0,-65,0,0,0,0,7,-49,56,-16,7,0,-121,-121,0,0,0,0,0,-16,0,0,0
0,76,121,0,24,0,76,76,0,0,0,0,0,3,121,0,166,0,121,0,76,0,-97,0,0,0,0,3,-21,24,-197,3,121,0,0,0,0,0,0,0,-76,121,0,0
0,76,121,0,24,0,76,76,0,0,0,0,0,3,121,0,166,0,121,0,76,0,-97,0,0,0,0,3,-21,24,-76,3,121,0,-121,0,0,0,0,0,-76,0,0,0
0,4,23,0,8,0,4,4,0,0,0,0,0,1,23,0,19,0,23,0,4,0,-11,0,4,0,0,1,-7,8,0,1,0,-23,-23,0,0,0,0,4,-4,0,0,0
0,2,72,0,72,0,2,2,0,0,0,0,0,9,72,0,70,0,72,0,2,2,0,0,0,0,65,9,-63,72,0,9,0,-72,-74,0,0,65,65,0,0,-2,0,0
0,34,72,0,72,0,34,34,0,0,0,0,0,9,72,0,110,0,72,0,34,34,0,0,0,0,97,9,-63,72,0,9,72,0,-106,0,0,97,97,0,0,-34,0,0
0,2,72,0,72,0,2,2,0,0,0,0,0,9,72,0,70,0,72,0,2,2,0,0,0,0,65,9,-63,72,-74,9,0,-72,0,0,0,65,65,0,0,72,0,0
0,2,72,0,72,0,2,2,0,0,0,0,0,9,72,0,70,0,72,0,2,2,0,0,0,0,65,9,-63,72,-2,9,0,-72,-72,0,0,65,65,0,0,0,0,0
0,34,72,0,72,0,34,34,0,0,0,0,0,9,72,0,110,0,72,0,34,34,0,0,0,0,97,9,-63,72,-106,9,72,0,0,0,0,97,97,0,0,72,0,0
0,34,72,0,72,0,34,34,0,0,0,0,0,9,72,0,110,0,72,0,34,34,0,0,0,0,97,9,-63,72,-34,9,72,0,-72,0,0,97,97,0,0,0,0,0
0,1,25,0,24,0,1,1,0,0,0,0,0,3,25,0,24,0,25,0,1,1,0,0,1,0,22,3,-21,24,0,3,0,-25,-25,0,0,22,22,1,0,0,0,0
0,17,25,0,8,0,17,17,0,0,0,0,0,1,25,0,33,0,25,0,17,17,0,0,17,0,24,1,-7,8,0,1,25,0,-25,0,0,24,24,17,0,0,0,0
0,16,121,0,56,0,16,16,0,0,0,0,0,7,121,0,105,0,121,0,16,16,-65,0,0,0,0,7,-49,56,0,7,0,-121,-137,0,0,0,0,0,0,-16,0,0
0,76,121,0,24,0,76,76,0,0,0,0,0,3,121,0,166,0,121,0,76,76,-97,0,0,0,0,3,-21,24,0,3,121,0,-197,0,0,0,0,0,0,-76,0,0
0,16,121,0,56,0,16,16,0,0,0,0,0,7,121,0,105,0,121,0,16,16,-65,0,0,0,0,7,-49,56,-137,7,0,-121,0,0,0,0,0,0,0,121,0,0
0,16,121,0,56,0,16,16,0,0,0,0,0,7,121,0,105,0,121,0,16,16,-65,0,0,0,0,7,-49,56,-16,7,0,-121,-121,0,0,0,0,0,0,0,0,0
0,76,121,0,24,0,76,76,0,0,0,0,0,3,121,0,166,0,121,0,76,76,-97,0,0,0,0,3,-21,24,-197,3,121,0,0,0,0,0,0,0,0,121,0,0
0,76,121,0,24,0,76,76,0,0,0,0,0,3,121,0,166,0,121,0,76,76,-97,0,0,0,0,3,-21,24,-76,3,121,0,-121,0,0,0,0,0,0,0,0,0
0,4,23,0,8,0,4,4,0,0,0,0,0,1,23,0,19,0,23,0,4,4,-11,0,4,0,0,1,-7,8,0,1,0,-23,-23,0,0,0,0,4,0,0,0,0
0,8,8,0,8,0,8,8,0,0,0,0,0,1,8,8,0,0,16,0,8,0,0,8,0,0,23,1,-7,8,0,1,0,-16,-16,0,78,23,23,0,-8,0,0,0
0,8,8,0,8,0,8,8,0,0,0,0,0,1,8,8,0,0,16,0,8,8,0,8,0,0,23,1,-7,8,0,1,0,-16,-16,0,78,23,23,0,0,0,0,0
0,1,40,0,40,0,1,1,0,0,0,0,0,5,40,1,39,0,41,0,1,0,0,1,0,0,37,5,-35,40,0,5,0,-41,-41,0,0,37,37,0,-1,0,0,0
0,17,24,0,24,0,17,17,0,0,0,0,0,3,24,17,48,0,41,0,17,0,0,17,0,0,55,3,-21,24,0,3,41,0,-41,0,0,55,55,0,-17,0,0,0
0,8,61,0,24,0,8,8,0,0,0,0,0,3,61,8,53,0,69,0,8,0,-37,8,0,0,0,3,-21,24,0,3,0,-69,-69,0,0,0,0,0,-8,0,0,0
0,1,40,0,40,0,1,1,0,0,0,0,0,5,40,1,39,0,41,0,1,1,0,1,0,0,37,5,-35,40,0,5,0,-41,-41,0,0,37,37,0,0,0,0,0
0,17,24,0,24,0,17,17,0,0,0,0,0,3,24,17,48,0,41,0,17,17,0,17,0,0,55,3,-21,24,0,3,41,0,-41,0,0,55,55,0,0,0,0,0
0,8,61,0,24,0,8,8,0,0,0,0,0,3,61,8,53,0,69,0,8,8,-37,8,0,0,0,3,-21,24,0,3,0,-69,-69,0,0,0,0,0,0,0,0,0
0,8,8,0,8,0,8,8,0,0,8,0,0,1,8,0,0,0,16,0,8,0,0,8,0,0,23,1,-7,8,0,1,0,-16,-16,0,86,23,23,0,-8,0,0,8
0,8,8,0,8,0,8,8,0,0,8,0,0,1,8,0,0,0,16,0,8,8,0,8,0,0,23,1,-7,8,0,1,0,-16,-16,0,86,23,23,0,0,0,0,8
0,2,88,0,88,0,2,2,0,0,2,0,0,11,88,0,86,0,90,0,2,0,0,2,0,0,81,11,-77,88,0,11,0,-90,-90,0,0,81,81,0,-2,0,0,2
0,34,56,0,56,0,34,34,0,0,34,0,0,7,56,0,112,0,90,0,34,0,0,34,0,0,117,7,-49,56,0,7,90,0,-90,0,0,117,117,0,-34,0,0,34
0,16,137,0,56,0,16,16,0,0,16,0,0,7,137,0,121,0,153,0,16,0,-81,16,0,0,0,7,-49,56,0,7,0,-153,-153,0,0,0,0,0,-16,0,0,16
0,2,88,0,88,0,2,2,0,0,2,0,0,11,88,0,86,0,90,0,2,2,0,2,0,0,81,11,-77,88,0,11,0,-90,-90,0,0,81,81,0,0,0,0,2
0,34,56,0,56,0,34,34,0,0,34,0,0,7,56,0,112,0,90,0,34,34,0,34,0,0,117,7,-49,56,0,7,90,0,-90,0,0,117,117,0,0,0,0,34
0,16,137,0,56,0,16,16,0,0,16,0,0,7,137,0,121,0,153,0,16,16,-81,16,0,0,0,7,-49,56,0,7,0,-153,-153,0,0,0,0,0,0,0,0,16
0,8,8,0,8,8,8,8,0,0,0,0,0,1,8,0,0,0,8,8,8,0,0,0,0,0,23,1,-7,0,0,1,0,-8,-8,0,62,23,23,0,-8,0,0,0
0,16,8,0,8,8,16,16,0,0,0,0,0,1,8,0,0,0,8,8,16,0,0,0,0,0,31,1,-7,0,0,1,8,0,-16,0,102,31,31,0,-16,-8,0,0
0,8,8,0,8,8,8,8,0,0,0,0,0,1,8,0,0,0,8,8,8,0,0,0,0,0,23,1,-7,0,-8,1,0,-8,0,0,62,23,23,0,-8,8,0,0
0,16,8,0,8,8,16,16,0,0,0,0,0,1,8,0,0,0,8,8,16,0,0,0,0,0,31,1,-7,0,-16,1,8,0,0,0,102,31,31,0,-16,8,0,0
0,16,8,0,8,8,16,16,0,0,0,0,0,1,8,0,0,0,8,8,16,0,0,0,0,0,31,1,-7,0,-8,1,8,0,-8,0,102,31,31,0,-16,0,0,0
0,8,8,0,8,16,8,8,0,0,0,0,0,1,8,0,0,0,8,16,8,0,0,0,0,0,31,1,-7,-8,0,1,0,-8,0,0,54,31,31,0,-8,8,0,0
0,8,8,0,8,70,8,8,0,0,0,0,0,1,8,0,0,0,8,70,8,0,0,0,0,0,85,1,-7,-62,0,1,0,-8,54,0,0,85,85,0,-8,62,0,0
0,16,8,0,8,24,16,16,0,0,0,0,0,1,8,0,0,0,8,24,16,0,0,0,0,0,47,1,-7,-16,0,1,8,0,0,0,86,47,47,0,-16,8,0,0
0,16,8,0,8,110,16,16,0,0,0,0,0,1,8,0,0,0,8,110,16,0,0,0,0,0,133,1,-7,-102,0,1,8,0,86,0,0,133,133,0,-16,94,0,0
0,16,8,0,8,16,16,16,0,0,0,0,0,1,8,0,0,0,8,16,16,0,0,0,0,0,39,1,-7,-8,0,1,8,0,-8,0,94,39,39,0,-16,0,0,0
0,8,8,0,8,70,8,8,0,0,0,0,0,1,8,0,0,0,8,70,8,0,0,0,0,0,85,1,-7,-62,54,1,0,-8,0,0,0,85,85,0,-8,8,0,0
0,8,8,0,8,70,8,8,0,0,0,0,0,1,8,0,0,0,8,70,8,0,0,0,0,0,85,1,-7,-62,62,1,0,-8,-8,0,0,85,85,0,-8,0,0,0
0,16,8,0,8,110,16,16,0,0,0,0,0,1,8,0,0,0,8,110,16,0,0,0,0,0,133,1,-7,-102,86,1,8,0,0,0,0,133,133,0,-16,8,0,0
0,16,8,0,8,110,16,16,0,0,0,0,0,1,8,0,0,0,8,110,16,0,0,0,0,0,133,1,-7,-102,94,1,8,0,-8,0,0,133,133,0,-16,0,0,0
0,8,31,0,8,8,8,8,0,0,0,0,0,1,31,0,0,0,31,8,8,0,-23,0,0,0,0,1,-7,0,0,1,-23,-54,-31,0,108,0,0,0,-8,0,0,0
0,4,4,0,8,8,4,4,0,0,0,0,0,1,4,0,0,0,4,8,4,0,4,0,0,0,23,1,-7,0,0,1,0,-4,0,0,34,23,23,0,-4,4,0,0
0,16,8,0,24,24,16,16,0,0,0,0,0,3,8,0,0,0,8,24,16,0,16,0,0,0,77,3,-21,0,0,3,8,0,0,0,114,77,77,0,-16,8,0,0
0,8,4,0,8,8,8,8,0,0,0,0,0,1,4,0,0,0,4,8,8,0,4,0,0,0,27,1,-7,0,0,1,4,0,-4,0,54,27,27,0,-8,0,0,0
0,8,8,0,8,8,8,8,0,0,0,0,0,1,8,0,0,0,8,8,8,8,0,0,0,0,23,1,-7,0,0,1,0,-8,-8,0,62,23,23,0,0,0,0,0
0,16,8,0,8,8,16,16,0,0,0,0,0,1,8,0,0,0,8,8,16,16,0,0,0,0,31,1,-7,0,0,1,8,0,-16,0,102,31,31,0,0,-8,0,0
0,8,8,0,8,8,8,8,0,0,0,0,0,1,8,0,0,0,8,8,8,8,0,0,0,0,23,1,-7,0,-8,1,0,-8,0,0,62,23,23,0,0,8,0,0
0,16,8,0,8,8,16,16,0,0,0,0,0,1,8,0,0,0,8,8,16,16,0,0,0,0,31,1,-7,0,-16,1,8,0,0,0,102,31,31,0,0,8,0,0
0,16,8,0,8,8,16,16,0,0,0,0,0,1,8,0,0,0,8,8,16,16,0,0,0,0,31,1,-7,0,-8,1,8,0,-8,0,102,31,31,0,0,0,0,0
0,8,8,0,8,16,8,8,0,0,0,0,0,1,8,0,0,0,8,16,8,8,0,0,0,0,31,1,-7,-8,0,1,0,-8,0,0,54,31,31,0,0,8,0,0
0,8,8,0,8,70,8,8,0,0,0,0,0,1,8,0,0,0,8,70,8,8,0,0,0,0,85,1,-7,-62,0,1,0,-8,54,0,0,85,85,0,0,62,0,0
0,16,8,0,8,24,16,16,0,0,0,0,0,1,8,0,0,0,8,24,16,16,0,0,0,0,47,1,-7,-16,0,1,8,0,0,0,86,47,47,0,0,8,0,0
0,16,8,0,8,110,16,16,0,0,0,0,0,1,8,0,0,0,8,110,16,16,0,0,0,0,133,1,-7,-102,0,1,8,0,86,0,0,133,133,0,0,94,0,0
0,16,8,0,8,16,16,16,0,0,0,0,0,1,8,0,0,0,8,16,16,16,0,0,0,0,39,1,-7,-8,0,1,8,0,-8,0,94,39,39,0,0,0,0,0
0,8,8,0,8,70,8,8,0,0,0,0,0,1,8,0,0,0,8,70,8,8,0,0,0,0,85,1,-7,-62,54,1,0,-8,0,0,0,85,85,0,0,8,0,0
0,8,8,0,8,70,8,8,0,0,0,0,0,1,8,0,0,0,8,70,8,8,0,0,0,0,85,1,-7,-62,62,1,0,-8,-8,0,0,85,85,0,0,0,0,0
0,16,8,0,8,110,16,16,0,0,0,0,0,1,8,0,0,0,8,110,16,16,0,0,0,0,133,1,-7,-102,86,1,8,0,0,0,0,133,133,0,0,8,0,0
0,16,8,0,8,110,16,16,0,0,0,0,0,1,8,0,0,0,8,110,16,16,0,0,0,0,133,1,-7,-102,94,1,8,0,-8,0,0,133,133,0,0,0,0,0
0,8,31,0,8,8,8,8,0,0,0,0,0,1,31,0,0,0,31,8,8,8,-23,0,0,0,0,1,-7,0,0,1,-23,-54,-31,0,108,0,0,0,0,0,0,0
0,4,4,0,8,8,4,4,0,0,0,0,0,1,4,0,0,0,4,8,4,4,4,0,0,0,23,1,-7,0,0,1,0,-4,0,0,34,23,23,0,0,4,0,0
0,16,8,0,24,24,16,16,0,0,0,0,0,3,8,0,0,0,8,24,16,16,16,0,0,0,77,3,-21,0,0,3,8,0,0,0,114,77,77,0,0,8,0,0
0,8,4,0,8,8,8,8,0,0,0,0,0,1,4,0,0,0,4,8,8,8,4,0,0,0,27,1,-7,0,0,1,4,0,-4,0,54,27,27,0,0,0,0,0
0,10,72,0,72,72,10,10,0,0,0,0,0,9,72,0,62,0,72,72,10,0,0,0,0,0,145,9,-63,0,0,9,0,-72,-10,0,0,145,145,0,-10,62,0,0
0,14,24,0,24,24,14,14,0,0,0,0,0,3,24,0,34,0,24,24,14,0,0,0,0,0,59,3,-21,0,0,3,24,0,-14,0,0,59,59,0,-14,10,0,0
