R1i,R2i,R6i,R7i,R8i,R10i,R11i,R13i,R28i,R31i,T6i,T20i,R3r,R4,R5,R9,R12,R14,R15,R16,R17,R24,R27,R30,R32,T1r,T2r,T3,T4,T5,T7,T9,T10,T11,T12,T13,T19
0,0,63,0,8,8,40,40,0,1,63,0,23,0,63,8,40,0,-55,0,0,0,0,1,-47,0,0,1,0,-63,-95,0,0,0,0,-40,-32
0,0,31,0,8,8,8,8,0,1,31,0,23,0,31,8,8,0,-23,0,0,0,0,1,-15,0,0,1,0,-31,-31,-32,0,0,0,-8,0
0,0,31,0,8,8,8,8,0,1,31,0,54,0,31,8,8,0,-23,0,0,0,0,1,-15,0,0,1,31,0,-31,-156,0,0,0,-8,0
0,0,31,0,8,8,8,8,0,1,31,0,15,0,31,8,8,0,-23,0,0,0,0,1,-15,0,0,1,-8,-39,-31,0,0,0,0,-8,0
0,0,63,0,8,8,40,40,0,1,63,0,23,0,63,8,40,0,-55,0,0,0,0,1,-47,0,-95,1,0,-63,0,0,0,0,0,-40,63
0,0,63,0,8,8,40,40,0,1,63,0,23,0,63,8,40,0,-55,0,0,0,0,1,-47,0,-32,1,0,-63,-63,0,0,0,0,-40,0
0,0,6,0,8,8,2,2,0,1,6,0,4,0,6,8,2,0,2,0,0,0,19,1,-9,0,0,1,0,-6,0,0,19,19,0,-2,6
0,0,15,0,8,8,8,8,0,1,15,0,7,0,15,8,8,0,-7,0,0,0,16,1,-15,0,0,1,0,-15,-15,0,16,16,0,-8,0
0,0,10,0,24,24,14,14,0,3,10,0,6,0,10,24,14,0,14,0,0,0,73,3,-35,0,0,3,10,0,0,0,73,73,0,-14,10
0,0,5,0,8,8,8,8,0,1,5,0,2,0,5,8,8,0,3,0,0,0,26,1,-15,0,0,1,5,0,-5,0,26,26,0,-8,0
0,0,24,0,24,24,10,10,0,3,24,0,14,0,24,24,10,10,0,0,0,0,55,3,-31,0,0,3,0,-24,-10,0,55,55,0,0,14
0,0,8,0,8,8,14,14,0,1,8,0,2,0,8,8,14,14,0,0,0,0,29,1,-21,0,0,1,8,0,-14,0,29,29,0,0,-6
0,0,8,0,8,8,8,8,0,1,8,0,8,0,8,8,8,8,0,0,0,0,23,1,-15,0,0,1,8,0,-8,-18,23,23,0,0,0
0,0,16,0,16,16,16,16,0,2,16,0,7,0,16,16,16,16,0,0,0,0,46,2,-30,0,0,2,7,-9,-16,0,46,46,0,0,0
0,0,24,0,24,24,10,10,0,3,24,0,14,0,24,24,10,10,0,0,0,0,55,3,-31,0,-10,3,0,-24,0,0,55,55,0,0,24
0,0,24,0,24,24,10,10,0,3,24,0,14,0,24,24,10,10,0,0,0,0,55,3,-31,0,14,3,0,-24,-24,0,55,55,0,0,0
0,0,8,0,8,8,14,14,0,1,8,0,2,0,8,8,14,14,0,0,0,0,29,1,-21,0,-14,1,8,0,0,0,29,29,0,0,8
0,0,8,0,8,8,14,14,0,1,8,0,2,0,8,8,14,14,0,0,0,0,29,1,-21,0,-6,1,8,0,-8,0,29,29,0,0,0
0,0,8,0,8,13,5,5,0,1,8,0,3,0,8,13,5,5,0,0,0,0,25,1,-12,-5,0,1,0,-8,0,0,25,25,0,0,8
0,0,8,0,8,1,1,1,0,1,8,0,7,0,8,1,1,1,0,0,0,0,9,1,-8,7,0,1,0,-8,-8,0,9,9,0,0,0
0,0,8,0,8,29,21,21,0,1,8,0,-5,0,8,29,21,21,0,0,0,0,57,1,-28,-21,0,1,8,0,0,0,57,57,0,0,8
0,0,8,0,8,17,17,17,0,1,8,0,-1,0,8,17,17,17,0,0,0,0,41,1,-24,-9,0,1,8,0,-8,0,41,41,0,0,0
0,0,7,0,16,16,7,7,0,2,7,0,7,0,7,16,7,7,0,0,-9,0,37,2,-21,0,0,2,7,0,-7,0,37,37,-9,0,0
0,0,63,0,8,8,40,40,0,1,63,0,23,0,63,8,40,40,-55,0,0,0,0,1,-47,0,0,1,0,-63,-95,0,0,0,0,0,-32
0,0,31,0,8,8,8,8,0,1,31,0,23,0,31,8,8,8,-23,0,0,0,0,1,-15,0,0,1,0,-31,-31,-32,0,0,0,0,0
0,0,31,0,8,8,8,8,0,1,31,0,54,0,31,8,8,8,-23,0,0,0,0,1,-15,0,0,1,31,0,-31,-156,0,0,0,0,0
0,0,31,0,8,8,8,8,0,1,31,0,15,0,31,8,8,8,-23,0,0,0,0,1,-15,0,0,1,-8,-39,-31,0,0,0,0,0,0
0,0,63,0,8,8,40,40,0,1,63,0,23,0,63,8,40,40,-55,0,0,0,0,1,-47,0,-95,1,0,-63,0,0,0,0,0,0,63
0,0,63,0,8,8,40,40,0,1,63,0,23,0,63,8,40,40,-55,0,0,0,0,1,-47,0,-32,1,0,-63,-63,0,0,0,0,0,0
0,0,6,0,8,8,2,2,0,1,6,0,4,0,6,8,2,2,2,0,0,0,19,1,-9,0,0,1,0,-6,0,0,19,19,0,0,6
0,0,15,0,8,8,8,8,0,1,15,0,7,0,15,8,8,8,-7,0,0,0,16,1,-15,0,0,1,0,-15,-15,0,16,16,0,0,0
0,0,10,0,24,24,14,14,0,3,10,0,6,0,10,24,14,14,14,0,0,0,73,3,-35,0,0,3,10,0,0,0,73,73,0,0,10
0,0,5,0,8,8,8,8,0,1,5,0,2,0,5,8,8,8,3,0,0,0,26,1,-15,0,0,1,5,0,-5,0,26,26,0,0,0
0,0,2,0,2,2,1,1,1,0,2,0,0,0,2,2,0,0,0,0,0,1,3,0,-1,0,0,0,-2,-4,-1,4,3,4,0,-1,1
0,0,2,0,2,2,1,1,1,0,2,0,0,0,2,2,0,0,0,0,0,1,3,0,-1,0,-1,0,-2,-4,0,4,3,4,0,-1,2
0,0,2,0,2,2,1,1,1,0,2,0,0,0,2,2,0,0,0,0,0,1,3,0,-1,0,1,0,-2,-4,-2,4,3,4,0,-1,0
0,0,2,0,2,3,1,1,1,0,2,0,0,0,2,3,0,0,0,0,0,1,4,0,-1,-1,0,0,-2,-4,0,3,4,5,0,-1,2
0,0,2,0,2,6,1,1,1,0,2,0,0,0,2,6,0,0,0,0,0,1,7,0,-1,-4,0,0,-2,-4,3,0,7,8,0,-1,5
0,0,2,0,2,1,1,1,1,0,2,0,0,0,2,1,0,0,0,0,0,1,2,0,-1,1,0,0,-2,-4,-2,5,2,3,0,-1,0
0,0,2,0,2,6,1,1,1,0,2,0,0,0,2,6,0,0,0,0,0,1,7,0,-1,-4,3,0,-2,-4,0,0,7,8,0,-1,2
0,0,2,0,2,6,1,1,1,0,2,0,0,0,2,6,0,0,0,0,0,1,7,0,-1,-4,5,0,-2,-4,-2,0,7,8,0,-1,0
0,0,1,0,2,2,1,1,1,0,1,0,0,0,1,2,0,0,0,0,-1,1,3,0,-1,0,0,0,-1,-2,-1,3,3,4,-1,-1,0
0,0,5,0,2,2,1,1,1,0,5,0,0,0,5,2,0,0,-3,0,0,1,0,0,-1,0,0,0,-5,-10,-4,10,0,1,0,-1,1
0,0,5,0,2,2,1,1,1,0,5,0,0,0,5,2,0,0,-3,0,0,1,0,0,-1,0,-4,0,-5,-10,0,10,0,1,0,-1,5
0,0,5,0,2,2,1,1,1,0,5,0,0,0,5,2,0,0,-3,0,0,1,0,0,-1,0,1,0,-5,-10,-5,10,0,1,0,-1,0
0,0,4,0,2,1,1,1,1,0,4,0,0,0,4,1,0,0,-2,0,0,1,0,0,-1,1,0,0,-4,-8,-4,9,0,1,0,-1,0
0,0,1,0,2,2,1,1,1,0,1,0,0,0,1,2,0,0,1,0,0,1,4,0,-1,0,0,0,-1,-2,0,2,4,5,0,-1,1
0,0,6,0,2,2,1,1,1,0,6,0,0,0,6,2,0,0,-4,0,0,1,-1,0,-1,0,0,0,-6,-12,-5,12,-1,0,0,-1,1
0,0,6,0,2,2,1,1,1,0,6,0,0,0,6,2,0,0,-4,0,0,1,-1,0,-1,0,-5,0,-6,-12,0,12,-1,0,0,-1,6
0,0,6,0,2,2,1,1,1,0,6,0,0,0,6,2,0,0,-4,0,0,1,-1,0,-1,0,1,0,-6,-12,-6,12,-1,0,0,-1,0
0,0,5,0,2,1,1,1,1,0,5,0,0,0,5,1,0,0,-3,0,0,1,-1,0,-1,1,0,0,-5,-10,-5,11,-1,0,0,-1,0
0,0,4,0,2,2,1,1,1,0,4,0,0,0,4,2,0,0,-3,0,-1,1,0,0,-1,0,0,0,-4,-8,-4,9,0,1,-1,-1,0
0,0,5,0,2,2,1,1,1,0,5,0,0,0,5,2,0,0,-4,0,-1,1,-1,0,-1,0,0,0,-5,-10,-5,11,-1,0,-1,-1,0
0,0,2,0,2,2,1,1,1,0,2,0,0,0,2,2,0,1,0,0,0,1,3,0,-1,0,0,0,-2,-4,-1,4,3,4,0,0,1
0,0,2,0,2,2,1,1,1,0,2,0,0,0,2,2,0,1,0,0,0,1,3,0,-1,0,-1,0,-2,-4,0,4,3,4,0,0,2
0,0,2,0,2,2,1,1,1,0,2,0,0,0,2,2,0,1,0,0,0,1,3,0,-1,0,1,0,-2,-4,-2,4,3,4,0,0,0
0,0,2,0,2,3,1,1,1,0,2,0,0,0,2,3,0,1,0,0,0,1,4,0,-1,-1,0,0,-2,-4,0,3,4,5,0,0,2
0,0,2,0,2,6,1,1,1,0,2,0,0,0,2,6,0,1,0,0,0,1,7,0,-1,-4,0,0,-2,-4,3,0,7,8,0,0,5
0,0,2,0,2,1,1,1,1,0,2,0,0,0,2,1,0,1,0,0,0,1,2,0,-1,1,0,0,-2,-4,-2,5,2,3,0,0,0
0,0,2,0,2,6,1,1,1,0,2,0,0,0,2,6,0,1,0,0,0,1,7,0,-1,-4,3,0,-2,-4,0,0,7,8,0,0,2
0,0,2,0,2,6,1,1,1,0,2,0,0,0,2,6,0,1,0,0,0,1,7,0,-1,-4,5,0,-2,-4,-2,0,7,8,0,0,0
0,0,1,0,2,2,1,1,1,0,1,0,0,0,1,2,0,1,0,0,-1,1,3,0,-1,0,0,0,-1,-2,-1,3,3,4,-1,0,0
0,0,5,0,2,2,1,1,1,0,5,0,0,0,5,2,0,1,-3,0,0,1,0,0,-1,0,0,0,-5,-10,-4,10,0,1,0,0,1
0,0,5,0,2,2,1,1,1,0,5,0,0,0,5,2,0,1,-3,0,0,1,0,0,-1,0,-4,0,-5,-10,0,10,0,1,0,0,5
0,0,5,0,2,2,1,1,1,0,5,0,0,0,5,2,0,1,-3,0,0,1,0,0,-1,0,1,0,-5,-10,-5,10,0,1,0,0,0
0,0,4,0,2,1,1,1,1,0,4,0,0,0,4,1,0,1,-2,0,0,1,0,0,-1,1,0,0,-4,-8,-4,9,0,1,0,0,0
0,0,1,0,2,2,1,1,1,0,1,0,0,0,1,2,0,1,1,0,0,1,4,0,-1,0,0,0,-1,-2,0,2,4,5,0,0,1
0,0,6,0,2,2,1,1,1,0,6,0,0,0,6,2,0,1,-4,0,0,1,-1,0,-1,0,0,0,-6,-12,-5,12,-1,0,0,0,1
0,0,6,0,2,2,1,1,1,0,6,0,0,0,6,2,0,1,-4,0,0,1,-1,0,-1,0,-5,0,-6,-12,0,12,-1,0,0,0,6
0,0,6,0,2,2,1,1,1,0,6,0,0,0,6,2,0,1,-4,0,0,1,-1,0,-1,0,1,0,-6,-12,-6,12,-1,0,0,0,0
0,0,5,0,2,1,1,1,1,0,5,0,0,0,5,1,0,1,-3,0,0,1,-1,0,-1,1,0,0,-5,-10,-5,11,-1,0,0,0,0
0,0,4,0,2,2,1,1,1,0,4,0,0,0,4,2,0,1,-3,0,-1,1,0,0,-1,0,0,0,-4,-8,-4,9,0,1,-1,0,0
0,0,5,0,2,2,1,1,1,0,5,0,0,0,5,2,0,1,-4,0,-1,1,-1,0,-1,0,0,0,-5,-10,-5,11,-1,0,-1,0,0
0,0,2,0,2,2,3,3,1,0,2,0,0,0,2,2,2,0,0,0,0,1,5,0,-3,0,0,0,0,-2,-3,2,5,6,0,-3,-1
0,0,2,0,2,2,5,5,1,0,2,0,0,0,2,2,4,0,0,0,0,1,7,0,-5,0,0,0,2,0,-5,0,7,8,0,-5,-3
0,0,2,0,2,2,2,2,1,0,2,0,0,0,2,2,1,0,0,0,0,1,4,0,-2,0,0,0,-1,-3,-2,3,4,5,0,-2,0
0,0,2,0,2,2,3,3,1,0,2,0,0,0,2,2,2,0,0,0,0,1,5,0,-3,0,-3,0,0,-2,0,2,5,6,0,-3,2
0,0,2,0,2,2,3,3,1,0,2,0,0,0,2,2,2,0,0,0,0,1,5,0,-3,0,-1,0,0,-2,-2,2,5,6,0,-3,0
0,0,2,0,2,2,5,5,1,0,2,0,0,0,2,2,4,0,0,0,0,1,7,0,-5,0,-5,0,2,0,0,0,7,8,0,-5,2
0,0,2,0,2,2,5,5,1,0,2,0,0,0,2,2,4,0,0,0,0,1,7,0,-5,0,-3,0,2,0,-2,0,7,8,0,-5,0
0,0,2,0,2,5,3,3,1,0,2,0,0,0,2,5,2,0,0,0,0,1,8,0,-3,-3,0,0,0,-2,0,-1,8,9,0,-3,2
0,0,2,0,2,4,3,3,1,0,2,0,0,0,2,4,2,0,0,0,0,1,7,0,-3,-2,0,0,0,-2,-1,0,7,8,0,-3,1
0,0,2,0,2,3,3,3,1,0,2,0,0,0,2,3,2,0,0,0,0,1,6,0,-3,-1,0,0,0,-2,-2,1,6,7,0,-3,0
0,0,2,0,2,7,5,5,1,0,2,0,0,0,2,7,4,0,0,0,0,1,12,0,-5,-5,0,0,2,0,0,-5,12,13,0,-5,2
0,0,2,0,2,5,5,5,1,0,2,0,0,0,2,5,4,0,0,0,0,1,10,0,-5,-3,0,0,2,0,-2,-3,10,11,0,-5,0
0,0,4,0,4,9,5,5,2,0,4,0,0,0,4,9,3,0,0,0,0,2,14,0,-5,-5,0,0,-1,-5,0,0,14,16,0,-5,4
0,0,4,0,4,7,7,7,2,0,4,0,0,0,4,7,5,0,0,0,0,2,14,0,-7,-3,0,0,1,-3,-4,0,14,16,0,-7,0
0,0,2,0,2,4,3,3,1,0,2,0,0,0,2,4,2,0,0,0,0,1,7,0,-3,-2,-1,0,0,-2,0,0,7,8,0,-3,2
0,0,2,0,2,4,3,3,1,0,2,0,0,0,2,4,2,0,0,0,0,1,7,0,-3,-2,1,0,0,-2,-2,0,7,8,0,-3,0
0,0,1,0,2,4,2,2,1,0,1,0,0,0,1,4,1,0,0,0,-1,1,6,0,-2,-2,0,0,0,-1,0,0,6,7,-1,-2,1
0,0,1,0,6,11,5,5,3,0,1,0,0,0,1,11,2,0,0,0,-5,3,16,0,-5,-5,0,0,1,0,0,0,16,19,-5,-5,1
0,0,1,0,4,7,4,4,2,0,1,0,0,0,1,7,2,0,0,0,-3,2,11,0,-4,-3,0,0,1,0,-1,0,11,13,-3,-4,0
0,0,6,0,2,2,2,2,1,0,6,0,0,0,6,2,1,0,-4,0,0,1,0,0,-2,0,0,0,-5,-11,-6,11,0,1,0,-2,0
0,0,1,0,4,4,3,3,2,0,1,0,0,0,1,4,1,0,3,0,0,2,10,0,-3,0,0,0,0,-1,0,1,10,12,0,-3,1
0,0,1,0,2,2,2,2,1,0,1,0,0,0,1,2,1,0,1,0,0,1,5,0,-2,0,0,0,0,-1,-1,1,5,6,0,-2,0
0,0,1,0,6,6,5,5,3,0,1,0,0,0,1,6,2,0,5,0,0,3,16,0,-5,0,0,0,1,0,0,0,16,19,0,-5,1
0,0,1,0,4,4,4,4,2,0,1,0,0,0,1,4,2,0,3,0,0,2,11,0,-4,0,0,0,1,0,-1,0,11,13,0,-4,0
0,0,7,0,2,2,2,2,1,0,7,0,0,0,7,2,1,0,-5,0,0,1,-1,0,-2,0,0,0,-6,-13,-7,13,-1,0,0,-2,0
0,0,1,0,2,3,2,2,1,0,1,0,0,0,1,3,1,0,1,0,0,1,6,0,-2,-1,0,0,0,-1,0,0,6,7,0,-2,1
0,0,1,0,2,2,2,2,1,0,1,0,0,0,1,2,1,0,2,0,1,1,6,0,-2,0,0,0,0,-1,0,0,6,7,1,-2,1
0,0,2,0,2,2,3,3,1,0,2,0,0,0,2,2,2,3,0,0,0,1,5,0,-3,0,0,0,0,-2,-3,2,5,6,0,0,-1
0,0,2,0,2,2,5,5,1,0,2,0,0,0,2,2,4,5,0,0,0,1,7,0,-5,0,0,0,2,0,-5,0,7,8,0,0,-3
0,0,2,0,2,2,2,2,1,0,2,0,0,0,2,2,1,2,0,0,0,1,4,0,-2,0,0,0,-1,-3,-2,3,4,5,0,0,0
0,0,2,0,2,2,3,3,1,0,2,0,0,0,2,2,2,3,0,0,0,1,5,0,-3,0,-3,0,0,-2,0,2,5,6,0,0,2
0,0,2,0,2,2,3,3,1,0,2,0,0,0,2,2,2,3,0,0,0,1,5,0,-3,0,-1,0,0,-2,-2,2,5,6,0,0,0
0,0,2,0,2,2,5,5,1,0,2,0,0,0,2,2,4,5,0,0,0,1,7,0,-5,0,-5,0,2,0,0,0,7,8,0,0,2
0,0,2,0,2,2,5,5,1,0,2,0,0,0,2,2,4,5,0,0,0,1,7,0,-5,0,-3,0,2,0,-2,0,7,8,0,0,0
0,0,2,0,2,5,3,3,1,0,2,0,0,0,2,5,2,3,0,0,0,1,8,0,-3,-3,0,0,0,-2,0,-1,8,9,0,0,2
0,0,2,0,2,4,3,3,1,0,2,0,0,0,2,4,2,3,0,0,0,1,7,0,-3,-2,0,0,0,-2,-1,0,7,8,0,0,1
0,0,2,0,2,3,3,3,1,0,2,0,0,0,2,3,2,3,0,0,0,1,6,0,-3,-1,0,0,0,-2,-2,1,6,7,0,0,0
0,0,2,0,2,7,5,5,1,0,2,0,0,0,2,7,4,5,0,0,0,1,12,0,-5,-5,0,0,2,0,0,-5,12,13,0,0,2
0,0,2,0,2,5,5,5,1,0,2,0,0,0,2,5,4,5,0,0,0,1,10,0,-5,-3,0,0,2,0,-2,-3,10,11,0,0,0
0,0,4,0,4,9,5,5,2,0,4,0,0,0,4,9,3,5,0,0,0,2,14,0,-5,-5,0,0,-1,-5,0,0,14,16,0,0,4
0,0,4,0,4,7,7,7,2,0,4,0,0,0,4,7,5,7,0,0,0,2,14,0,-7,-3,0,0,1,-3,-4,0,14,16,0,0,0
0,0,2,0,2,4,3,3,1,0,2,0,0,0,2,4,2,3,0,0,0,1,7,0,-3,-2,-1,0,0,-2,0,0,7,8,0,0,2
0,0,2,0,2,4,3,3,1,0,2,0,0,0,2,4,2,3,0,0,0,1,7,0,-3,-2,1,0,0,-2,-2,0,7,8,0,0,0
0,0,1,0,2,4,2,2,1,0,1,0,0,0,1,4,1,2,0,0,-1,1,6,0,-2,-2,0,0,0,-1,0,0,6,7,-1,0,1
0,0,1,0,6,11,5,5,3,0,1,0,0,0,1,11,2,5,0,0,-5,3,16,0,-5,-5,0,0,1,0,0,0,16,19,-5,0,1
0,0,1,0,4,7,4,4,2,0,1,0,0,0,1,7,2,4,0,0,-3,2,11,0,-4,-3,0,0,1,0,-1,0,11,13,-3,0,0
0,0,6,0,2,2,2,2,1,0,6,0,0,0,6,2,1,2,-4,0,0,1,0,0,-2,0,0,0,-5,-11,-6,11,0,1,0,0,0
0,0,1,0,4,4,3,3,2,0,1,0,0,0,1,4,1,3,3,0,0,2,10,0,-3,0,0,0,0,-1,0,1,10,12,0,0,1
0,0,1,0,2,2,2,2,1,0,1,0,0,0,1,2,1,2,1,0,0,1,5,0,-2,0,0,0,0,-1,-1,1,5,6,0,0,0
0,0,1,0,6,6,5,5,3,0,1,0,0,0,1,6,2,5,5,0,0,3,16,0,-5,0,0,0,1,0,0,0,16,19,0,0,1
0,0,1,0,4,4,4,4,2,0,1,0,0,0,1,4,2,4,3,0,0,2,11,0,-4,0,0,0,1,0,-1,0,11,13,0,0,0
0,0,7,0,2,2,2,2,1,0,7,0,0,0,7,2,1,2,-5,0,0,1,-1,0,-2,0,0,0,-6,-13,-7,13,-1,0,0,0,0
0,0,1,0,2,3,2,2,1,0,1,0,0,0,1,3,1,2,1,0,0,1,6,0,-2,-1,0,0,0,-1,0,0,6,7,0,0,1
0,0,1,0,2,2,2,2,1,0,1,0,0,0,1,2,1,2,2,0,1,1,6,0,-2,0,0,0,0,-1,0,0,6,7,1,0,1
0,0,2,0,2,2,1,1,1,0,2,0,2,0,2,2,0,0,0,0,0,1,3,0,-1,0,0,0,0,-2,-1,-4,3,4,0,-1,1
0,0,2,0,2,2,1,1,1,0,2,0,4,0,2,2,0,0,0,0,0,1,3,0,-1,0,0,0,2,0,-1,-12,3,4,0,-1,1
0,0,2,0,2,2,1,1,1,0,2,0,1,0,2,2,0,0,0,0,0,1,3,0,-1,0,0,0,-1,-3,-1,0,3,4,0,-1,1
0,0,2,0,2,2,1,1,1,0,2,0,2,0,2,2,0,0,0,0,0,1,3,0,-1,0,-1,0,0,-2,0,-4,3,4,0,-1,2
0,0,2,0,2,2,1,1,1,0,2,0,2,0,2,2,0,0,0,0,0,1,3,0,-1,0,1,0,0,-2,-2,-4,3,4,0,-1,0
0,0,2,0,2,2,1,1,1,0,2,0,4,0,2,2,0,0,0,0,0,1,3,0,-1,0,-1,0,2,0,0,-12,3,4,0,-1,2
0,0,2,0,2,2,1,1,1,0,2,0,4,0,2,2,0,0,0,0,0,1,3,0,-1,0,1,0,2,0,-2,-12,3,4,0,-1,0
0,0,2,0,2,2,1,1,1,0,2,0,1,0,2,2,0,0,0,0,0,1,3,0,-1,0,-1,0,-1,-3,0,0,3,4,0,-1,2
0,0,2,0,2,2,1,1,1,0,2,0,1,0,2,2,0,0,0,0,0,1,3,0,-1,0,1,0,-1,-3,-2,0,3,4,0,-1,0
0,0,2,0,2,3,1,1,1,0,2,0,2,0,2,3,0,0,0,0,0,1,4,0,-1,-1,0,0,0,-2,0,-5,4,5,0,-1,2
0,0,2,0,2,1,1,1,1,0,2,0,2,0,2,1,0,0,0,0,0,1,2,0,-1,1,0,0,0,-2,-2,-3,2,3,0,-1,0
0,0,2,0,2,3,1,1,1,0,2,0,4,0,2,3,0,0,0,0,0,1,4,0,-1,-1,0,0,2,0,0,-13,4,5,0,-1,2
0,0,2,0,2,1,1,1,1,0,2,0,4,0,2,1,0,0,0,0,0,1,2,0,-1,1,0,0,2,0,-2,-11,2,3,0,-1,0
0,0,8,0,8,12,4,4,4,0,8,0,3,0,8,12,0,0,0,0,0,4,16,0,-4,-4,0,0,-5,-13,0,0,16,20,0,-4,8
0,0,8,0,8,4,4,4,4,0,8,0,5,0,8,4,0,0,0,0,0,4,8,0,-4,4,0,0,-3,-11,-8,0,8,12,0,-4,0
0,0,2,0,6,6,3,3,3,0,2,0,2,0,2,6,0,0,0,0,-4,3,9,0,-3,0,0,0,0,-2,-3,0,9,12,-4,-3,-1
0,0,1,0,2,2,1,1,1,0,1,0,1,0,1,2,0,0,0,0,-1,1,3,0,-1,0,0,0,0,-1,-1,-1,3,4,-1,-1,0
0,0,2,0,14,14,7,7,7,0,2,0,4,0,2,14,0,0,0,0,-12,7,21,0,-7,0,0,0,2,0,-7,0,21,28,-12,-7,-5
0,0,1,0,2,2,1,1,1,0,1,0,2,0,1,2,0,0,0,0,-1,1,3,0,-1,0,0,0,1,0,-1,-5,3,4,-1,-1,0
0,0,4,0,8,8,4,4,4,0,4,0,3,0,4,8,0,0,0,0,-4,4,12,0,-4,0,0,0,-1,-5,-4,0,12,16,-4,-4,0
0,0,2,0,6,6,3,3,3,0,2,0,2,0,2,6,0,0,0,0,-4,3,9,0,-3,0,-3,0,0,-2,0,0,9,12,-4,-3,2
0,0,2,0,6,6,3,3,3,0,2,0,2,0,2,6,0,0,0,0,-4,3,9,0,-3,0,-1,0,0,-2,-2,0,9,12,-4,-3,0
0,0,2,0,14,14,7,7,7,0,2,0,4,0,2,14,0,0,0,0,-12,7,21,0,-7,0,-7,0,2,0,0,0,21,28,-12,-7,2
0,0,2,0,14,14,7,7,7,0,2,0,4,0,2,14,0,0,0,0,-12,7,21,0,-7,0,-5,0,2,0,-2,0,21,28,-12,-7,0
0,0,1,0,6,9,3,3,3,0,1,0,1,0,1,9,0,0,0,0,-5,3,12,0,-3,-3,0,0,0,-1,0,0,12,15,-5,-3,1
0,0,1,0,4,5,2,2,2,0,1,0,1,0,1,5,0,0,0,0,-3,2,7,0,-2,-1,0,0,0,-1,-1,0,7,9,-3,-2,0
0,0,1,0,14,21,7,7,7,0,1,0,2,0,1,21,0,0,0,0,-13,7,28,0,-7,-7,0,0,1,0,0,0,28,35,-13,-7,1
0,0,1,0,12,17,6,6,6,0,1,0,2,0,1,17,0,0,0,0,-11,6,23,0,-6,-5,0,0,1,0,-1,0,23,29,-11,-6,0
0,0,5,0,2,2,1,1,1,0,5,0,5,0,5,2,0,0,-3,0,0,1,0,0,-1,0,0,0,0,-5,-4,-10,0,1,0,-1,1
0,0,5,0,2,2,1,1,1,0,5,0,10,0,5,2,0,0,-3,0,0,1,0,0,-1,0,0,0,5,0,-4,-30,0,1,0,-1,1
0,0,10,0,4,4,2,2,2,0,10,0,5,0,10,4,0,0,-6,0,0,2,0,0,-2,0,0,0,-5,-15,-8,0,0,2,0,-2,2
0,0,5,0,2,2,1,1,1,0,5,0,5,0,5,2,0,0,-3,0,0,1,0,0,-1,0,-4,0,0,-5,0,-10,0,1,0,-1,5
0,0,5,0,2,2,1,1,1,0,5,0,5,0,5,2,0,0,-3,0,0,1,0,0,-1,0,1,0,0,-5,-5,-10,0,1,0,-1,0
0,0,5,0,2,2,1,1,1,0,5,0,10,0,5,2,0,0,-3,0,0,1,0,0,-1,0,-4,0,5,0,0,-30,0,1,0,-1,5
0,0,5,0,2,2,1,1,1,0,5,0,10,0,5,2,0,0,-3,0,0,1,0,0,-1,0,1,0,5,0,-5,-30,0,1,0,-1,0
0,0,10,0,4,4,2,2,2,0,10,0,5,0,10,4,0,0,-6,0,0,2,0,0,-2,0,-8,0,-5,-15,0,0,0,2,0,-2,10
0,0,10,0,4,4,2,2,2,0,10,0,5,0,10,4,0,0,-6,0,0,2,0,0,-2,0,2,0,-5,-15,-10,0,0,2,0,-2,0
0,0,4,0,2,1,1,1,1,0,4,0,4,0,4,1,0,0,-2,0,0,1,0,0,-1,1,0,0,0,-4,-4,-7,0,1,0,-1,0
0,0,4,0,2,1,1,1,1,0,4,0,8,0,4,1,0,0,-2,0,0,1,0,0,-1,1,0,0,4,0,-4,-23,0,1,0,-1,0
0,0,16,0,8,4,4,4,4,0,16,0,9,0,16,4,0,0,-8,0,0,4,0,0,-4,4,0,0,-7,-23,-16,0,0,4,0,-4,0
0,0,1,0,2,2,1,1,1,0,1,0,1,0,1,2,0,0,1,0,0,1,4,0,-1,0,0,0,0,-1,0,-2,4,5,0,-1,1
0,0,6,0,2,2,1,1,1,0,6,0,6,0,6,2,0,0,-4,0,0,1,-1,0,-1,0,0,0,0,-6,-5,-12,-1,0,0,-1,1
0,0,1,0,2,2,1,1,1,0,1,0,2,0,1,2,0,0,1,0,0,1,4,0,-1,0,0,0,1,0,0,-6,4,5,0,-1,1
0,0,6,0,2,2,1,1,1,0,6,0,12,0,6,2,0,0,-4,0,0,1,-1,0,-1,0,0,0,6,0,-5,-36,-1,0,0,-1,1
0,0,2,0,4,4,2,2,2,0,2,0,1,0,2,4,0,0,2,0,0,2,8,0,-2,0,0,0,-1,-3,0,0,8,10,0,-2,2
0,0,6,0,2,2,1,1,1,0,6,0,3,0,6,2,0,0,-4,0,0,1,-1,0,-1,0,0,0,-3,-9,-5,0,-1,0,0,-1,1
0,0,6,0,2,2,1,1,1,0,6,0,6,0,6,2,0,0,-4,0,0,1,-1,0,-1,0,-5,0,0,-6,0,-12,-1,0,0,-1,6
0,0,6,0,2,2,1,1,1,0,6,0,6,0,6,2,0,0,-4,0,0,1,-1,0,-1,0,1,0,0,-6,-6,-12,-1,0,0,-1,0
